trip_id;driver_id;passenger_id;payment_id;source_adress;destenation_adress;price;score
31510;436;721;36;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;159 Birch Street, San Antonio, TX 78201;4508;4
82397;4620;9405;882;Gyeongbokgung Palace 161, Seoul, South Korea 03045;Red Square 1, Moscow, Russia 109012;4390;4
32925;690;1169;127;555 Mountain Street, Washington, DC 20001;Sagrada Família 401, Barcelona, Spain 08013;1871;3
65062;3340;6989;905;987 Cedar Lane, Philadelphia, PA 19101;Table Mountain Rd, Cape Town, South Africa 8001;4744;2
11715;8969;7712;429;Burj Khalifa 1, Dubai, UAE;Taj Mahal, Agra, India 282001;3791;2
2094;7836;7203;322;654 Maple Drive, Phoenix, AZ 85001;123 Main Street, New York, NY 10001;2674;2
19410;1826;7789;514;456 Oak Avenue, Los Angeles, CA 90001;Sydney Opera House, Sydney, Australia 2000;1378;3
39941;969;1229;262;Shibuya Crossing 2, Tokyo, Japan 150-0043;753 Willow Avenue, San Diego, CA 92101;3025;2
98966;323;7578;207;Gyeongbokgung Palace 161, Seoul, South Korea 03045;864 Palm Drive, San Jose, CA 95101;4053;3
57304;5458;5614;474;Burj Khalifa 1, Dubai, UAE;123 Main Street, New York, NY 10001;2643;5
8543;9165;4466;880;Marina Bay Sands 10, Singapore 018956;Sagrada Família 401, Barcelona, Spain 08013;3294;4
27245;8303;5242;347;Marina Bay Sands 10, Singapore 018956;159 Birch Street, San Antonio, TX 78201;3371;5
30757;7889;7202;408;Sagrada Família 401, Barcelona, Spain 08013;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;1460;2
22037;8745;5911;228;Taj Mahal, Agra, India 282001;333 River Road, Seattle, WA 98101;1200;4
24754;5012;4406;453;456 Oak Avenue, Los Angeles, CA 90001;Table Mountain Rd, Cape Town, South Africa 8001;2283;5
24601;4394;5228;524;Shibuya Crossing 2, Tokyo, Japan 150-0043;123 Main Street, New York, NY 10001;4088;5
57898;1137;7542;445;864 Palm Drive, San Jose, CA 95101;444 Lake View, Denver, CO 80201;2426;4
82290;5894;453;972;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;444 Lake View, Denver, CO 80201;1682;5
33019;2302;7663;194;555 Mountain Street, Washington, DC 20001;159 Birch Street, San Antonio, TX 78201;2985;2
57457;5816;3848;561;Brandenburger Tor 1, Berlin, Germany 10117;Shibuya Crossing 2, Tokyo, Japan 150-0043;4317;5
99070;7604;4270;610;864 Palm Drive, San Jose, CA 95101;666 Ocean Avenue, Miami, FL 33101;3027;2
77716;184;43;302;321 Elm Boulevard, Houston, TX 77001;654 Maple Drive, Phoenix, AZ 85001;1865;4
69120;9587;9249;48;Sydney Opera House, Sydney, Australia 2000;Burj Khalifa 1, Dubai, UAE;2280;2
79522;6260;7896;679;456 Oak Avenue, Los Angeles, CA 90001;246 Spruce Road, Dallas, TX 75201;1829;2
56007;9475;6783;453;Table Mountain Rd, Cape Town, South Africa 8001;789 Pine Road, Chicago, IL 60601;3775;5
4707;7853;145;17;Forbidden City 4, Beijing, China 100006;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;2003;2
35731;5281;5310;936;456 Oak Avenue, Los Angeles, CA 90001;Piazza San Marco 1, Venice, Italy 30124;4487;5
80911;3562;1030;519;CN Tower 301, Toronto, Canada M5V 2T6;Marina Bay Sands 10, Singapore 018956;3832;3
95656;6456;4688;197;987 Cedar Lane, Philadelphia, PA 19101;Shibuya Crossing 2, Tokyo, Japan 150-0043;1879;5
55173;6574;5915;289;123 Main Street, New York, NY 10001;Shibuya Crossing 2, Tokyo, Japan 150-0043;4912;3
72739;2277;5652;488;555 Mountain Street, Washington, DC 20001;Brandenburger Tor 1, Berlin, Germany 10117;1281;5
59633;7277;4564;330;Sagrada Família 401, Barcelona, Spain 08013;789 Pine Road, Chicago, IL 60601;3995;4
57437;4301;6081;909;456 Oak Avenue, Los Angeles, CA 90001;444 Lake View, Denver, CO 80201;4303;2
493;9000;1995;275;321 Elm Boulevard, Houston, TX 77001;159 Birch Street, San Antonio, TX 78201;1850;5
43210;2193;4579;499;Sagrada Família 401, Barcelona, Spain 08013;Table Mountain Rd, Cape Town, South Africa 8001;4770;5
32569;1001;6672;239;246 Spruce Road, Dallas, TX 75201;Champs-Élysées 75, Paris, France 75008;2021;3
36488;5003;6528;318;789 Pine Road, Chicago, IL 60601;Sagrada Família 401, Barcelona, Spain 08013;2209;2
78565;6159;6263;464;333 River Road, Seattle, WA 98101;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;1595;2
89804;7762;7351;808;555 Mountain Street, Washington, DC 20001;246 Spruce Road, Dallas, TX 75201;4285;5
46268;8465;9251;39;444 Lake View, Denver, CO 80201;Table Mountain Rd, Cape Town, South Africa 8001;2784;4
3076;8296;1786;826;864 Palm Drive, San Jose, CA 95101;321 Elm Boulevard, Houston, TX 77001;2266;2
70096;6170;1491;657;Shibuya Crossing 2, Tokyo, Japan 150-0043;Shibuya Crossing 2, Tokyo, Japan 150-0043;1722;3
4242;9001;9498;97;Brandenburger Tor 1, Berlin, Germany 10117;Marina Bay Sands 10, Singapore 018956;4900;5
3016;507;1851;406;444 Lake View, Denver, CO 80201;Sydney Opera House, Sydney, Australia 2000;3322;4
27088;5929;6282;57;Table Mountain Rd, Cape Town, South Africa 8001;333 River Road, Seattle, WA 98101;3540;4
49617;825;5207;970;246 Spruce Road, Dallas, TX 75201;Red Square 1, Moscow, Russia 109012;3066;2
73246;7075;475;906;222 Park Avenue, Boston, MA 02101;666 Ocean Avenue, Miami, FL 33101;1260;3
20004;8692;8561;705;Table Mountain Rd, Cape Town, South Africa 8001;159 Birch Street, San Antonio, TX 78201;2823;4
79251;154;4711;518;Gyeongbokgung Palace 161, Seoul, South Korea 03045;CN Tower 301, Toronto, Canada M5V 2T6;2692;5
89000;1220;337;764;444 Lake View, Denver, CO 80201;333 River Road, Seattle, WA 98101;4581;2
85666;5158;5626;18;666 Ocean Avenue, Miami, FL 33101;Marina Bay Sands 10, Singapore 018956;1212;3
40073;2483;4040;940;Forbidden City 4, Beijing, China 100006;Taj Mahal, Agra, India 282001;2018;5
90173;7633;8438;601;Red Square 1, Moscow, Russia 109012;123 Main Street, New York, NY 10001;4656;4
75625;5009;1258;841;Champs-Élysées 75, Paris, France 75008;Forbidden City 4, Beijing, China 100006;1342;3
57374;5179;877;237;987 Cedar Lane, Philadelphia, PA 19101;159 Birch Street, San Antonio, TX 78201;3193;3
19646;7513;3641;466;987 Cedar Lane, Philadelphia, PA 19101;Sagrada Família 401, Barcelona, Spain 08013;1114;5
8400;5721;5730;539;159 Birch Street, San Antonio, TX 78201;246 Spruce Road, Dallas, TX 75201;2848;3
14676;5385;4211;487;246 Spruce Road, Dallas, TX 75201;Piazza San Marco 1, Venice, Italy 30124;3498;3
56460;4902;1521;500;789 Pine Road, Chicago, IL 60601;555 Mountain Street, Washington, DC 20001;2654;2
53346;7124;8855;722;Table Mountain Rd, Cape Town, South Africa 8001;333 River Road, Seattle, WA 98101;3826;2
7420;1337;2272;852;555 Mountain Street, Washington, DC 20001;123 Main Street, New York, NY 10001;3547;5
54584;877;9402;630;Red Square 1, Moscow, Russia 109012;Brandenburger Tor 1, Berlin, Germany 10117;1587;4
64846;1340;4832;708;159 Birch Street, San Antonio, TX 78201;654 Maple Drive, Phoenix, AZ 85001;4466;3
56945;7598;8500;679;654 Maple Drive, Phoenix, AZ 85001;456 Oak Avenue, Los Angeles, CA 90001;2764;2
13583;9456;9494;568;444 Lake View, Denver, CO 80201;Forbidden City 4, Beijing, China 100006;2735;3
86515;1254;5490;471;666 Ocean Avenue, Miami, FL 33101;Piazza San Marco 1, Venice, Italy 30124;2207;2
14261;9233;8442;264;Sydney Opera House, Sydney, Australia 2000;456 Oak Avenue, Los Angeles, CA 90001;2186;2
90196;3046;5991;670;864 Palm Drive, San Jose, CA 95101;864 Palm Drive, San Jose, CA 95101;3429;5
67962;7920;2394;557;Burj Khalifa 1, Dubai, UAE;Table Mountain Rd, Cape Town, South Africa 8001;4059;2
34696;1196;4583;832;Table Mountain Rd, Cape Town, South Africa 8001;159 Birch Street, San Antonio, TX 78201;4584;2
78788;7936;6622;429;CN Tower 301, Toronto, Canada M5V 2T6;222 Park Avenue, Boston, MA 02101;4807;2
36202;7202;2186;553;Sydney Opera House, Sydney, Australia 2000;456 Oak Avenue, Los Angeles, CA 90001;1125;2
5558;3984;7962;377;Sagrada Família 401, Barcelona, Spain 08013;CN Tower 301, Toronto, Canada M5V 2T6;3188;5
69864;1996;7643;508;987 Cedar Lane, Philadelphia, PA 19101;444 Lake View, Denver, CO 80201;1585;2
27979;2304;8817;912;Burj Khalifa 1, Dubai, UAE;864 Palm Drive, San Jose, CA 95101;4554;2
32733;7986;1923;381;123 Main Street, New York, NY 10001;CN Tower 301, Toronto, Canada M5V 2T6;2221;3
51528;2640;3059;60;444 Lake View, Denver, CO 80201;Sagrada Família 401, Barcelona, Spain 08013;2776;5
35746;9951;3717;540;Sydney Opera House, Sydney, Australia 2000;Forbidden City 4, Beijing, China 100006;2442;3
10299;4330;6400;930;753 Willow Avenue, San Diego, CA 92101;321 Elm Boulevard, Houston, TX 77001;4724;3
50834;1557;5754;783;CN Tower 301, Toronto, Canada M5V 2T6;Champs-Élysées 75, Paris, France 75008;3491;4
50816;5527;8189;274;Marina Bay Sands 10, Singapore 018956;246 Spruce Road, Dallas, TX 75201;3358;5
78382;6776;3305;356;654 Maple Drive, Phoenix, AZ 85001;Table Mountain Rd, Cape Town, South Africa 8001;2481;5
6739;8221;5191;179;Sydney Opera House, Sydney, Australia 2000;222 Park Avenue, Boston, MA 02101;3823;5
12752;3575;2706;860;Marina Bay Sands 10, Singapore 018956;321 Elm Boulevard, Houston, TX 77001;3223;3
8090;9081;9165;322;159 Birch Street, San Antonio, TX 78201;CN Tower 301, Toronto, Canada M5V 2T6;3541;2
16530;6081;8498;380;Brandenburger Tor 1, Berlin, Germany 10117;Sydney Opera House, Sydney, Australia 2000;2449;3
3702;2362;1357;106;159 Birch Street, San Antonio, TX 78201;159 Birch Street, San Antonio, TX 78201;1621;2
58911;4991;278;68;222 Park Avenue, Boston, MA 02101;444 Lake View, Denver, CO 80201;4499;4
94794;2548;1833;616;Sagrada Família 401, Barcelona, Spain 08013;Sydney Opera House, Sydney, Australia 2000;1533;4
96557;5443;8148;417;Shibuya Crossing 2, Tokyo, Japan 150-0043;159 Birch Street, San Antonio, TX 78201;2991;5
14087;2368;7348;788;555 Mountain Street, Washington, DC 20001;159 Birch Street, San Antonio, TX 78201;4470;4
11468;1330;6634;413;753 Willow Avenue, San Diego, CA 92101;Shibuya Crossing 2, Tokyo, Japan 150-0043;2696;4
77872;7370;4246;650;Table Mountain Rd, Cape Town, South Africa 8001;Shibuya Crossing 2, Tokyo, Japan 150-0043;2740;4
2930;294;8000;962;246 Spruce Road, Dallas, TX 75201;CN Tower 301, Toronto, Canada M5V 2T6;3368;2
92499;4844;9632;822;666 Ocean Avenue, Miami, FL 33101;864 Palm Drive, San Jose, CA 95101;2359;3
86940;976;4756;241;789 Pine Road, Chicago, IL 60601;246 Spruce Road, Dallas, TX 75201;4443;3
53196;9176;4333;756;Marina Bay Sands 10, Singapore 018956;555 Mountain Street, Washington, DC 20001;1854;4
56766;902;7747;321;Marina Bay Sands 10, Singapore 018956;555 Mountain Street, Washington, DC 20001;4316;3
46234;6837;2714;958;CN Tower 301, Toronto, Canada M5V 2T6;987 Cedar Lane, Philadelphia, PA 19101;4496;4
27966;4292;830;390;789 Pine Road, Chicago, IL 60601;Marina Bay Sands 10, Singapore 018956;2979;5
91240;7984;1949;990;CN Tower 301, Toronto, Canada M5V 2T6;Taj Mahal, Agra, India 282001;2503;5
3585;9642;6531;654;246 Spruce Road, Dallas, TX 75201;654 Maple Drive, Phoenix, AZ 85001;1126;3
89456;854;5719;809;Sagrada Família 401, Barcelona, Spain 08013;864 Palm Drive, San Jose, CA 95101;4313;4
778;70;2624;470;159 Birch Street, San Antonio, TX 78201;555 Mountain Street, Washington, DC 20001;3631;4
27936;6146;3363;659;321 Elm Boulevard, Houston, TX 77001;CN Tower 301, Toronto, Canada M5V 2T6;3408;2
46486;8081;887;722;789 Pine Road, Chicago, IL 60601;Sydney Opera House, Sydney, Australia 2000;4069;3
32823;9057;5492;134;666 Ocean Avenue, Miami, FL 33101;Sagrada Família 401, Barcelona, Spain 08013;1668;4
76210;4980;4080;314;159 Birch Street, San Antonio, TX 78201;Shibuya Crossing 2, Tokyo, Japan 150-0043;2079;2
91133;2374;8511;6;123 Main Street, New York, NY 10001;456 Oak Avenue, Los Angeles, CA 90001;3997;2
48381;3434;8181;782;159 Birch Street, San Antonio, TX 78201;Brandenburger Tor 1, Berlin, Germany 10117;1108;5
45658;4016;7133;215;Piazza San Marco 1, Venice, Italy 30124;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;2263;3
98255;7352;7531;960;Marina Bay Sands 10, Singapore 018956;987 Cedar Lane, Philadelphia, PA 19101;3440;4
13007;3911;7930;6;Gyeongbokgung Palace 161, Seoul, South Korea 03045;864 Palm Drive, San Jose, CA 95101;2262;2
29616;7485;4816;631;654 Maple Drive, Phoenix, AZ 85001;Taj Mahal, Agra, India 282001;1894;4
50760;724;21;982;333 River Road, Seattle, WA 98101;246 Spruce Road, Dallas, TX 75201;1361;3
31280;8439;5872;181;456 Oak Avenue, Los Angeles, CA 90001;Sagrada Família 401, Barcelona, Spain 08013;1275;5
92465;8532;8188;219;987 Cedar Lane, Philadelphia, PA 19101;222 Park Avenue, Boston, MA 02101;1097;5
79461;8115;1102;940;555 Mountain Street, Washington, DC 20001;555 Mountain Street, Washington, DC 20001;3857;3
57185;8578;670;469;123 Main Street, New York, NY 10001;Gyeongbokgung Palace 161, Seoul, South Korea 03045;4107;3
72906;5158;9667;326;Sydney Opera House, Sydney, Australia 2000;CN Tower 301, Toronto, Canada M5V 2T6;4695;3
69881;9692;1712;634;321 Elm Boulevard, Houston, TX 77001;864 Palm Drive, San Jose, CA 95101;3548;3
4531;1550;9905;273;Brandenburger Tor 1, Berlin, Germany 10117;333 River Road, Seattle, WA 98101;4599;4
14091;2145;5874;628;333 River Road, Seattle, WA 98101;Brandenburger Tor 1, Berlin, Germany 10117;2236;4
84681;8211;2375;900;Taj Mahal, Agra, India 282001;Forbidden City 4, Beijing, China 100006;2217;4
41621;4300;2790;67;864 Palm Drive, San Jose, CA 95101;Red Square 1, Moscow, Russia 109012;3222;3
12782;1436;9992;761;Sagrada Família 401, Barcelona, Spain 08013;753 Willow Avenue, San Diego, CA 92101;1851;4
86494;9753;9589;71;CN Tower 301, Toronto, Canada M5V 2T6;Sydney Opera House, Sydney, Australia 2000;3873;5
73494;7690;9430;416;Forbidden City 4, Beijing, China 100006;987 Cedar Lane, Philadelphia, PA 19101;1638;3
55290;3016;2559;247;Shibuya Crossing 2, Tokyo, Japan 150-0043;987 Cedar Lane, Philadelphia, PA 19101;3956;3
56790;9328;8837;554;654 Maple Drive, Phoenix, AZ 85001;987 Cedar Lane, Philadelphia, PA 19101;4448;4
80959;3903;4025;676;CN Tower 301, Toronto, Canada M5V 2T6;864 Palm Drive, San Jose, CA 95101;1181;2
17846;4430;7684;619;654 Maple Drive, Phoenix, AZ 85001;666 Ocean Avenue, Miami, FL 33101;2721;3
18178;947;1525;409;159 Birch Street, San Antonio, TX 78201;987 Cedar Lane, Philadelphia, PA 19101;3362;3
23799;1722;3249;450;789 Pine Road, Chicago, IL 60601;Gyeongbokgung Palace 161, Seoul, South Korea 03045;3049;5
8772;442;3175;744;Piazza San Marco 1, Venice, Italy 30124;444 Lake View, Denver, CO 80201;3222;3
61198;9266;2881;156;222 Park Avenue, Boston, MA 02101;Taj Mahal, Agra, India 282001;3161;3
56622;3197;3548;478;666 Ocean Avenue, Miami, FL 33101;555 Mountain Street, Washington, DC 20001;1743;5
8662;3233;8885;965;333 River Road, Seattle, WA 98101;654 Maple Drive, Phoenix, AZ 85001;1661;3
61941;784;3526;143;987 Cedar Lane, Philadelphia, PA 19101;CN Tower 301, Toronto, Canada M5V 2T6;3839;2
61889;3788;3741;844;Taj Mahal, Agra, India 282001;789 Pine Road, Chicago, IL 60601;2659;4
22398;9615;1129;837;Brandenburger Tor 1, Berlin, Germany 10117;Gyeongbokgung Palace 161, Seoul, South Korea 03045;2821;5
75383;8399;4408;362;Sagrada Família 401, Barcelona, Spain 08013;Sagrada Família 401, Barcelona, Spain 08013;4635;3
91299;7887;6015;241;Gyeongbokgung Palace 161, Seoul, South Korea 03045;Piazza San Marco 1, Venice, Italy 30124;3711;5
58256;10000;4371;98;333 River Road, Seattle, WA 98101;Sagrada Família 401, Barcelona, Spain 08013;2527;3
28956;6467;7289;876;753 Willow Avenue, San Diego, CA 92101;Shibuya Crossing 2, Tokyo, Japan 150-0043;3201;5
43830;9023;1044;373;321 Elm Boulevard, Houston, TX 77001;Table Mountain Rd, Cape Town, South Africa 8001;1009;3
76074;2038;9989;768;Table Mountain Rd, Cape Town, South Africa 8001;123 Main Street, New York, NY 10001;4686;2
25199;6668;754;777;Gyeongbokgung Palace 161, Seoul, South Korea 03045;555 Mountain Street, Washington, DC 20001;3900;2
26406;2472;5211;103;Champs-Élysées 75, Paris, France 75008;Shibuya Crossing 2, Tokyo, Japan 150-0043;3177;5
78527;431;174;542;Gyeongbokgung Palace 161, Seoul, South Korea 03045;Forbidden City 4, Beijing, China 100006;4443;2
89311;1454;3635;858;654 Maple Drive, Phoenix, AZ 85001;Champs-Élysées 75, Paris, France 75008;1514;4
77251;7442;4499;290;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;Sydney Opera House, Sydney, Australia 2000;4475;4
42257;9877;9656;443;Sagrada Família 401, Barcelona, Spain 08013;333 River Road, Seattle, WA 98101;3733;3
95824;4776;9672;321;Shibuya Crossing 2, Tokyo, Japan 150-0043;789 Pine Road, Chicago, IL 60601;3829;3
45918;959;1855;510;321 Elm Boulevard, Houston, TX 77001;123 Main Street, New York, NY 10001;3606;4
3609;6731;7032;200;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;3046;3
88324;6511;2394;904;456 Oak Avenue, Los Angeles, CA 90001;Sagrada Família 401, Barcelona, Spain 08013;4779;2
79348;6513;329;562;555 Mountain Street, Washington, DC 20001;Shibuya Crossing 2, Tokyo, Japan 150-0043;2798;3
34268;5135;1162;423;Burj Khalifa 1, Dubai, UAE;Marina Bay Sands 10, Singapore 018956;3515;4
63430;2335;5100;345;Sagrada Família 401, Barcelona, Spain 08013;864 Palm Drive, San Jose, CA 95101;2152;2
61369;4742;7212;236;Taj Mahal, Agra, India 282001;123 Main Street, New York, NY 10001;4309;3
53003;9902;9330;113;Forbidden City 4, Beijing, China 100006;246 Spruce Road, Dallas, TX 75201;2030;5
54891;9106;9216;514;Forbidden City 4, Beijing, China 100006;753 Willow Avenue, San Diego, CA 92101;1087;2
11519;5453;9484;592;864 Palm Drive, San Jose, CA 95101;Piazza San Marco 1, Venice, Italy 30124;1627;4
7970;9106;7059;900;Sagrada Família 401, Barcelona, Spain 08013;Burj Khalifa 1, Dubai, UAE;1490;3
27583;103;6159;877;321 Elm Boulevard, Houston, TX 77001;123 Main Street, New York, NY 10001;2490;2
24500;1590;5170;735;987 Cedar Lane, Philadelphia, PA 19101;321 Elm Boulevard, Houston, TX 77001;3054;4
51945;5783;2709;493;Brandenburger Tor 1, Berlin, Germany 10117;Table Mountain Rd, Cape Town, South Africa 8001;3444;4
19546;953;8399;552;Marina Bay Sands 10, Singapore 018956;Burj Khalifa 1, Dubai, UAE;2500;2
58029;8853;1189;749;Sagrada Família 401, Barcelona, Spain 08013;666 Ocean Avenue, Miami, FL 33101;1838;4
43409;9803;5620;140;Red Square 1, Moscow, Russia 109012;Forbidden City 4, Beijing, China 100006;1849;5
74471;6553;9011;804;Sagrada Família 401, Barcelona, Spain 08013;Marina Bay Sands 10, Singapore 018956;1370;5
38308;6153;8632;985;654 Maple Drive, Phoenix, AZ 85001;654 Maple Drive, Phoenix, AZ 85001;4757;4
22784;6569;7572;338;159 Birch Street, San Antonio, TX 78201;333 River Road, Seattle, WA 98101;4957;4
32762;2127;8207;774;123 Main Street, New York, NY 10001;987 Cedar Lane, Philadelphia, PA 19101;1428;5
5870;8733;1275;945;123 Main Street, New York, NY 10001;666 Ocean Avenue, Miami, FL 33101;2697;5
86025;5256;8626;940;Red Square 1, Moscow, Russia 109012;321 Elm Boulevard, Houston, TX 77001;4350;3
79466;115;8034;721;555 Mountain Street, Washington, DC 20001;Champs-Élysées 75, Paris, France 75008;4297;4
95112;5970;5581;834;Champs-Élysées 75, Paris, France 75008;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;4360;3
3290;7324;1192;612;222 Park Avenue, Boston, MA 02101;Table Mountain Rd, Cape Town, South Africa 8001;3657;5
46266;9004;1995;174;864 Palm Drive, San Jose, CA 95101;Brandenburger Tor 1, Berlin, Germany 10117;2394;2
75895;7006;9352;949;333 River Road, Seattle, WA 98101;Forbidden City 4, Beijing, China 100006;2099;4
65704;921;7324;127;Burj Khalifa 1, Dubai, UAE;Table Mountain Rd, Cape Town, South Africa 8001;1175;3
16142;7487;8393;600;Table Mountain Rd, Cape Town, South Africa 8001;Table Mountain Rd, Cape Town, South Africa 8001;1353;3
39678;3013;8855;345;Red Square 1, Moscow, Russia 109012;789 Pine Road, Chicago, IL 60601;4721;4
60894;4482;5608;257;444 Lake View, Denver, CO 80201;CN Tower 301, Toronto, Canada M5V 2T6;4392;5
56109;3563;9876;801;Marina Bay Sands 10, Singapore 018956;Burj Khalifa 1, Dubai, UAE;3399;3
22633;9623;4131;383;Shibuya Crossing 2, Tokyo, Japan 150-0043;555 Mountain Street, Washington, DC 20001;1997;2
18773;1431;9138;647;246 Spruce Road, Dallas, TX 75201;333 River Road, Seattle, WA 98101;2440;2
90424;1779;7080;346;555 Mountain Street, Washington, DC 20001;123 Main Street, New York, NY 10001;2746;3
84817;7847;2656;125;222 Park Avenue, Boston, MA 02101;Marina Bay Sands 10, Singapore 018956;3035;5
68809;7360;6419;497;666 Ocean Avenue, Miami, FL 33101;789 Pine Road, Chicago, IL 60601;4115;2
55221;2490;4483;282;321 Elm Boulevard, Houston, TX 77001;Forbidden City 4, Beijing, China 100006;2494;3
95831;422;9586;15;654 Maple Drive, Phoenix, AZ 85001;159 Birch Street, San Antonio, TX 78201;2122;5
48588;9652;59;164;123 Main Street, New York, NY 10001;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;4423;2
69265;5131;7817;121;Champs-Élysées 75, Paris, France 75008;246 Spruce Road, Dallas, TX 75201;3613;5
77305;4696;5690;833;CN Tower 301, Toronto, Canada M5V 2T6;Sagrada Família 401, Barcelona, Spain 08013;1727;2
63850;4283;2032;462;Shibuya Crossing 2, Tokyo, Japan 150-0043;987 Cedar Lane, Philadelphia, PA 19101;1561;2
7805;2517;6983;405;Marina Bay Sands 10, Singapore 018956;555 Mountain Street, Washington, DC 20001;2168;2
94675;1421;2392;539;Brandenburger Tor 1, Berlin, Germany 10117;444 Lake View, Denver, CO 80201;1916;2
23126;7078;9857;6;654 Maple Drive, Phoenix, AZ 85001;Piazza San Marco 1, Venice, Italy 30124;4888;4
67935;1928;4742;172;CN Tower 301, Toronto, Canada M5V 2T6;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;2841;3
22149;3073;418;708;159 Birch Street, San Antonio, TX 78201;789 Pine Road, Chicago, IL 60601;3641;5
62405;4926;3611;169;Sagrada Família 401, Barcelona, Spain 08013;333 River Road, Seattle, WA 98101;3224;2
27894;1488;9637;160;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;123 Main Street, New York, NY 10001;4491;3
47752;7025;2147;972;456 Oak Avenue, Los Angeles, CA 90001;CN Tower 301, Toronto, Canada M5V 2T6;4744;2
85886;2181;5593;256;159 Birch Street, San Antonio, TX 78201;753 Willow Avenue, San Diego, CA 92101;3037;2
93264;9333;8416;761;Forbidden City 4, Beijing, China 100006;Sydney Opera House, Sydney, Australia 2000;1557;2
60139;886;5091;317;789 Pine Road, Chicago, IL 60601;123 Main Street, New York, NY 10001;3596;3
3249;9366;9383;658;789 Pine Road, Chicago, IL 60601;Sagrada Família 401, Barcelona, Spain 08013;3866;3
10626;750;5588;270;654 Maple Drive, Phoenix, AZ 85001;CN Tower 301, Toronto, Canada M5V 2T6;4594;5
25974;6290;7194;191;Sydney Opera House, Sydney, Australia 2000;456 Oak Avenue, Los Angeles, CA 90001;3135;2
99970;3032;3296;366;159 Birch Street, San Antonio, TX 78201;444 Lake View, Denver, CO 80201;3724;2
71528;6605;870;13;555 Mountain Street, Washington, DC 20001;456 Oak Avenue, Los Angeles, CA 90001;3895;5
89577;1306;348;935;Shibuya Crossing 2, Tokyo, Japan 150-0043;Forbidden City 4, Beijing, China 100006;2755;5
11367;9243;5444;889;Taj Mahal, Agra, India 282001;159 Birch Street, San Antonio, TX 78201;1274;2
94148;3897;1669;475;Champs-Élysées 75, Paris, France 75008;Marina Bay Sands 10, Singapore 018956;1852;2
3238;1535;4206;584;246 Spruce Road, Dallas, TX 75201;753 Willow Avenue, San Diego, CA 92101;3075;5
4285;3323;2621;589;444 Lake View, Denver, CO 80201;Piazza San Marco 1, Venice, Italy 30124;4609;3
50776;8010;9335;595;Brandenburger Tor 1, Berlin, Germany 10117;159 Birch Street, San Antonio, TX 78201;3193;5
65969;2631;7062;52;Forbidden City 4, Beijing, China 100006;987 Cedar Lane, Philadelphia, PA 19101;2530;4
39407;6391;7105;936;753 Willow Avenue, San Diego, CA 92101;222 Park Avenue, Boston, MA 02101;2641;3
21249;1449;3053;454;Taj Mahal, Agra, India 282001;Brandenburger Tor 1, Berlin, Germany 10117;2657;2
76076;5009;5283;692;789 Pine Road, Chicago, IL 60601;Red Square 1, Moscow, Russia 109012;3819;2
25294;7873;9348;103;Piazza San Marco 1, Venice, Italy 30124;159 Birch Street, San Antonio, TX 78201;2758;4
49806;1389;1873;329;Forbidden City 4, Beijing, China 100006;222 Park Avenue, Boston, MA 02101;3101;2
45764;8987;5753;399;789 Pine Road, Chicago, IL 60601;Brandenburger Tor 1, Berlin, Germany 10117;1832;2
25201;2524;367;800;444 Lake View, Denver, CO 80201;Champs-Élysées 75, Paris, France 75008;4262;4
7475;210;4209;90;CN Tower 301, Toronto, Canada M5V 2T6;Red Square 1, Moscow, Russia 109012;4890;5
69206;4875;4490;103;753 Willow Avenue, San Diego, CA 92101;Piazza San Marco 1, Venice, Italy 30124;2061;4
61243;3863;8328;333;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;1145;4
11602;4276;3575;904;444 Lake View, Denver, CO 80201;Burj Khalifa 1, Dubai, UAE;4106;2
99934;5428;7401;961;333 River Road, Seattle, WA 98101;753 Willow Avenue, San Diego, CA 92101;4248;3
57021;5076;2317;567;Table Mountain Rd, Cape Town, South Africa 8001;753 Willow Avenue, San Diego, CA 92101;1682;3
5022;1949;3291;718;Brandenburger Tor 1, Berlin, Germany 10117;Shibuya Crossing 2, Tokyo, Japan 150-0043;1170;4
2383;9615;7078;30;Piazza San Marco 1, Venice, Italy 30124;666 Ocean Avenue, Miami, FL 33101;1340;2
5970;6347;8850;47;Piazza San Marco 1, Venice, Italy 30124;Taj Mahal, Agra, India 282001;1222;5
16492;7261;8392;514;Sydney Opera House, Sydney, Australia 2000;246 Spruce Road, Dallas, TX 75201;2386;2
20156;915;5332;203;Forbidden City 4, Beijing, China 100006;246 Spruce Road, Dallas, TX 75201;2145;4
